"","id_A","id_B","protein_A","protein_B","complex"
"1600",34899,34871,"swc7_yeast","act_yeast","swr1_yeast-1"
"1601",34849,34837,"bdf1_yeast","vps72_yeast","swr1_yeast-1"
"1602",34852,34835,"ruvb1_yeast","vps72_yeast","swr1_yeast-1"
"1603",34862,34853,"act_yeast","ruvb1_yeast","swr1_yeast-1"
"1604",34864,34843,"act_yeast","af9_yeast","swr1_yeast-1"
"1605",34865,34838,"act_yeast","vps72_yeast","swr1_yeast-1"
"1606",34866,34840,"act_yeast","vps71_yeast","swr1_yeast-1"
"1607",34868,34845,"act_yeast","swc4_yeast","swr1_yeast-1"
"1608",34870,34850,"act_yeast","bdf1_yeast","swr1_yeast-1"
"1609",34873,34863,"ruvb2_yeast","act_yeast","swr1_yeast-1"
"1610",34874,34856,"ruvb2_yeast","ruvb1_yeast","swr1_yeast-1"
"1611",34875,34836,"ruvb2_yeast","vps72_yeast","swr1_yeast-1"
"1612",34877,34859,"swr1_yeast","act_yeast","swr1_yeast-1"
"1613",34880,34846,"swr1_yeast","swc4_yeast","swr1_yeast-1"
"1614",34881,34854,"swr1_yeast","ruvb1_yeast","swr1_yeast-1"
"1615",34883,34861,"arp6_yeast","act_yeast","swr1_yeast-1"
"1616",34885,34857,"swc3_yeast","ruvb1_yeast","swr1_yeast-1"
"1617",34886,34869,"swc3_yeast","act_yeast","swr1_yeast-1"
"1618",34887,34879,"swc3_yeast","swr1_yeast","swr1_yeast-1"
"1619",34890,34860,"arp4_yeast","act_yeast","swr1_yeast-1"
"1620",34891,34888,"arp4_yeast","swc3_yeast","swr1_yeast-1"
"1621",34892,34847,"arp4_yeast","swc4_yeast","swr1_yeast-1"
"1622",34893,34855,"arp4_yeast","ruvb1_yeast","swr1_yeast-1"
"1623",34895,34867,"swc5_yeast","act_yeast","swr1_yeast-1"
"1624",34896,34842,"swc5_yeast","af9_yeast","swr1_yeast-1"
"1625",34897,34878,"swc5_yeast","swr1_yeast","swr1_yeast-1"
"1626",34899,34871,"swc7_yeast","act_yeast","swr1_yeast-1"
"1627",28166,28163,"dre2_yeast","ndor1_yeast","tah18-dre2_yeast"
"1628",28169,28167,"tetra-mu3-sulfido-tetrairon","dre2_yeast","tah18-dre2_yeast"
"1629",28171,28165,"fe2s2 iron-sulfur cluster","dre2_yeast","tah18-dre2_yeast"
"1630",28173,28162,"fmn(3-)","ndor1_yeast","tah18-dre2_yeast"
"1631",28175,28161,"fad(3-)","ndor1_yeast","tah18-dre2_yeast"
"1632",34217,34215,"pp11_yeast","tap42_yeast","tap42-sit4_yeast"
"1633",34222,34219,"manganese(2+)","pp11_yeast","tap42-sit4_yeast"
"1634",34224,34218,"manganese(2+)","pp11_yeast","tap42-sit4_yeast"
"1635",36425,36422,"est1_yeast","tlc1_yeast_rna","telomerase_yeast"
"1636",36428,36423,"tert_yeast","tlc1_yeast_rna","telomerase_yeast"
"1637",36431,36429,"est3_yeast","tert_yeast","telomerase_yeast"
"1638",36432,36426,"est3_yeast","est1_yeast","telomerase_yeast"
"1639",34811,34809,"rap1_yeast","telomeric_dna","telosome_yeast"
"1640",34815,34813,"rif1_yeast","rap1_yeast","telosome_yeast"
"1641",34817,34812,"rif2_yeast","rap1_yeast","telosome_yeast"
"1642",32542,32540,"t2ag_yeast","toa1_yeast","tfiia_yeast"
"1643",30296,30293,"tf3b_yeast","tbp_yeast","tfiib_yeast"
"1644",30296,30293,"tf3b_yeast","tbp_yeast","tfiib_yeast"
"1645",30296,30293,"tf3b_yeast","tbp_yeast","tfiib_yeast"
"1646",30296,30293,"tf3b_yeast","tbp_yeast","tfiib_yeast"
"1647",32920,32915,"tfb5_yeast","tfb2_yeast","tfiih_yeast"
"1648",32924,32914,"tfb4_yeast","tfb2_yeast","tfiih_yeast"
"1649",32925,32917,"tfb4_yeast","tfb5_yeast","tfiih_yeast"
"1650",32928,32923,"ssl1_yeast","tfb4_yeast","tfiih_yeast"
"1651",32929,32918,"ssl1_yeast","tfb5_yeast","tfiih_yeast"
"1652",32930,32913,"ssl1_yeast","tfb2_yeast","tfiih_yeast"
"1653",32937,32932,"rad3_yeast","ssl1_yeast","tfiih_yeast"
"1654",32939,32911,"rad3_yeast","tfb2_yeast","tfiih_yeast"
"1655",32943,32935,"tfb1_yeast","rad3_yeast","tfiih_yeast"
"1656",32944,32927,"tfb1_yeast","ssl1_yeast","tfiih_yeast"
"1657",32946,32922,"tfb1_yeast","tfb4_yeast","tfiih_yeast"
"1658",32950,32941,"tfb3_yeast","tfb1_yeast","tfiih_yeast"
"1659",32951,32936,"tfb3_yeast","rad3_yeast","tfiih_yeast"
"1660",32953,32933,"tfb3_yeast","ssl1_yeast","tfiih_yeast"
"1661",32957,32945,"rad25_yeast","tfb1_yeast","tfiih_yeast"
"1662",32958,32952,"rad25_yeast","tfb3_yeast","tfiih_yeast"
"1663",32959,32955,"rad25_yeast","yo352_yeast","tfiih_yeast"
"1664",32960,32931,"rad25_yeast","ssl1_yeast","tfiih_yeast"
"1665",32961,32919,"rad25_yeast","tfb5_yeast","tfiih_yeast"
"1666",32962,32912,"rad25_yeast","tfb2_yeast","tfiih_yeast"
"1667",32963,32938,"rad25_yeast","rad3_yeast","tfiih_yeast"
"1668",32966,32949,"kin28_yeast","tfb3_yeast","tfiih_yeast"
"1669",32968,32965,"ccl1_yeast","kin28_yeast","tfiih_yeast"
"1670",32969,32948,"ccl1_yeast","tfb3_yeast","tfiih_yeast"
"1671",32970,32942,"ccl1_yeast","tfb1_yeast","tfiih_yeast"
"1672",32920,32915,"tfb5_yeast","tfb2_yeast","tfiih_yeast"
"1673",32924,32914,"tfb4_yeast","tfb2_yeast","tfiih_yeast"
"1674",32925,32917,"tfb4_yeast","tfb5_yeast","tfiih_yeast"
"1675",32928,32923,"ssl1_yeast","tfb4_yeast","tfiih_yeast"
"1676",32929,32918,"ssl1_yeast","tfb5_yeast","tfiih_yeast"
"1677",32930,32913,"ssl1_yeast","tfb2_yeast","tfiih_yeast"
"1678",32937,32932,"rad3_yeast","ssl1_yeast","tfiih_yeast"
"1679",32939,32911,"rad3_yeast","tfb2_yeast","tfiih_yeast"
"1680",32943,32935,"tfb1_yeast","rad3_yeast","tfiih_yeast"
"1681",32944,32927,"tfb1_yeast","ssl1_yeast","tfiih_yeast"
"1682",32946,32922,"tfb1_yeast","tfb4_yeast","tfiih_yeast"
"1683",32950,32941,"tfb3_yeast","tfb1_yeast","tfiih_yeast"
"1684",32951,32936,"tfb3_yeast","rad3_yeast","tfiih_yeast"
"1685",32953,32933,"tfb3_yeast","ssl1_yeast","tfiih_yeast"
"1686",32957,32945,"rad25_yeast","tfb1_yeast","tfiih_yeast"
"1687",32958,32952,"rad25_yeast","tfb3_yeast","tfiih_yeast"
"1688",32959,32955,"rad25_yeast","yo352_yeast","tfiih_yeast"
"1689",32960,32931,"rad25_yeast","ssl1_yeast","tfiih_yeast"
"1690",32961,32919,"rad25_yeast","tfb5_yeast","tfiih_yeast"
"1691",32962,32912,"rad25_yeast","tfb2_yeast","tfiih_yeast"
"1692",32963,32938,"rad25_yeast","rad3_yeast","tfiih_yeast"
"1693",32966,32949,"kin28_yeast","tfb3_yeast","tfiih_yeast"
"1694",32968,32965,"ccl1_yeast","kin28_yeast","tfiih_yeast"
"1695",32969,32948,"ccl1_yeast","tfb3_yeast","tfiih_yeast"
"1696",32970,32942,"ccl1_yeast","tfb1_yeast","tfiih_yeast"
"1697",32980,32977,"ccl1_yeast","kin28_yeast","tfiik_yeast-2"
"1698",32983,32981,"tfb3_yeast","ccl1_yeast","tfiik_yeast-2"
"1699",32984,32978,"tfb3_yeast","kin28_yeast","tfiik_yeast-2"
"1700",32980,32977,"ccl1_yeast","kin28_yeast","tfiik_yeast-2"
"1701",32983,32981,"tfb3_yeast","ccl1_yeast","tfiik_yeast-2"
"1702",32984,32978,"tfb3_yeast","kin28_yeast","tfiik_yeast-2"
"1703",32980,32977,"ccl1_yeast","kin28_yeast","tfiik_yeast-2"
"1704",32983,32981,"tfb3_yeast","ccl1_yeast","tfiik_yeast-2"
"1705",32984,32978,"tfb3_yeast","kin28_yeast","tfiik_yeast-2"
"1706",32980,32977,"ccl1_yeast","kin28_yeast","tfiik_yeast-2"
"1707",32983,32981,"tfb3_yeast","ccl1_yeast","tfiik_yeast-2"
"1708",32984,32978,"tfb3_yeast","kin28_yeast","tfiik_yeast-2"
"1709",28509,28506,"tim14_yeast","tim16_yeast","tim23_yeast-1"
"1710",35159,35157,"tim8_yeast","tim13_yeast","tim8-tim13_yeast"
"1711",35438,35436,"tim10_yeast","tim9_yeast","tim9-tim10-tim12_yeast"
"1712",35441,35439,"tim12_yeast","tim10_yeast","tim9-tim10-tim12_yeast"
"1713",35151,35149,"tim9_yeast","tim10_yeast","tim9-tim10_yeast"
"1714",35151,35149,"tim9_yeast","tim10_yeast","tim9-tim10_yeast"
"1715",35151,35149,"tim9_yeast","tim10_yeast","tim9-tim10_yeast"
"1716",35151,35149,"tim9_yeast","tim10_yeast","tim9-tim10_yeast"
"1717",35151,35149,"tim9_yeast","tim10_yeast","tim9-tim10_yeast"
"1718",35151,35149,"tim9_yeast","tim10_yeast","tim9-tim10_yeast"
"1719",35151,35149,"tim9_yeast","tim10_yeast","tim9-tim10_yeast"
"1720",35151,35149,"tim9_yeast","tim10_yeast","tim9-tim10_yeast"
"1721",35151,35149,"tim9_yeast","tim10_yeast","tim9-tim10_yeast"
"1722",35151,35149,"tim9_yeast","tim10_yeast","tim9-tim10_yeast"
"1723",35151,35149,"tim9_yeast","tim10_yeast","tim9-tim10_yeast"
"1724",33217,33214,"mtr4_yeast","pap2_yeast","tramp_yeast-2"
"1725",33219,33214,"air2_yeast","pap2_yeast","tramp_yeast-2"
"1726",33220,33215,"air2_yeast","pap2_yeast","tramp_yeast-2"
"1727",35526,35524,"sec66_yeast","sec72_yeast","translocon_yeast"
"1728",35532,35528,"sec62_yeast","sec63_yeast","translocon_yeast"
"1729",35533,35530,"sec62_yeast","sec63_yeast","translocon_yeast"
"1730",35535,35529,"sec62_yeast","sec63_yeast","translocon_yeast"
"1731",35538,35534,"sc61a_yeast","sec62_yeast","translocon_yeast"
"1732",34748,34741,"trs20_yeast","trs31_yeast","trappi_yeast"
"1733",34749,34746,"trs20_yeast","bet3_yeast","trappi_yeast"
"1734",34751,34744,"trs23_yeast","bet3_yeast","trappi_yeast"
"1735",34753,34745,"trs33_yeast","bet3_yeast","trappi_yeast"
"1736",34755,34743,"bet5_yeast","bet3_yeast","trappi_yeast"
"1737",34715,34710,"bet3_yeast","trs20_yeast","trappii_yeast"
"1738",34717,34713,"trs23_yeast","bet3_yeast","trappii_yeast"
"1739",34723,34721,"tca17_yeast","tr130_yeast","trappii_yeast"
"1740",34725,34709,"trs31_yeast","trs20_yeast","trappii_yeast"
"1741",34727,34714,"trs33_yeast","bet3_yeast","trappii_yeast"
"1742",34729,34712,"bet5_yeast","bet3_yeast","trappii_yeast"
"1743",34731,34720,"trs65_yeast","tr130_yeast","trappii_yeast"
"1744",31468,31465,"bet3_yeast","bet5_yeast","trappiii_yeast"
"1745",31472,31470,"trs33_yeast","bet3_yeast","trappiii_yeast"
"1746",31476,31469,"trs23_yeast","bet3_yeast","trappiii_yeast"
"1747",31478,31467,"trs20_yeast","bet3_yeast","trappiii_yeast"
"1748",31479,31474,"trs20_yeast","trs31_yeast","trappiii_yeast"
"1749",33277,33275,"sac3_yeast","sus1_yeast","trex2_yeast"
"1750",33278,33275,"sac3_yeast","sus1_yeast","trex2_yeast"
"1751",33281,33279,"cdc31_yeast","sac3_yeast","trex2_yeast"
"1752",33277,33275,"sac3_yeast","sus1_yeast","trex2_yeast"
"1753",33278,33275,"sac3_yeast","sus1_yeast","trex2_yeast"
"1754",33281,33279,"cdc31_yeast","sac3_yeast","trex2_yeast"
"1755",29494,29492,"tr112_yeast","trm11_yeast","trm11_trm112_yeast"
"1756",29494,29492,"tr112_yeast","trm11_yeast","trm11_trm112_yeast"
"1757",30104,30102,"trm9_yeast","tr112_yeast","trm9-trm112_yeast"
"1758",30104,30102,"trm9_yeast","tr112_yeast","trm9-trm112_yeast"
"1759",30104,30102,"trm9_yeast","tr112_yeast","trm9-trm112_yeast"
"1760",30104,30102,"trm9_yeast","tr112_yeast","trm9-trm112_yeast"
"1761",31711,31709,"tti1_yeast","tel2_yeast","ttt_yeast"
"1762",31714,31712,"tti2_yeast","tti1_yeast","ttt_yeast"
"1763",31750,31746,"tba3_yeast","gtp","tub1-tub2_yeast-1"
"1764",31753,31751,"tbb_yeast","tba3_yeast","tub1-tub2_yeast-1"
"1765",31754,31748,"tbb_yeast","gtp","tub1-tub2_yeast-1"
"1766",31735,31731,"tba1_yeast","gtp","tub1-tub2_yeast"
"1767",31738,31736,"tbb_yeast","tba1_yeast","tub1-tub2_yeast"
"1768",31739,31733,"tbb_yeast","gtp","tub1-tub2_yeast"
"1769",30710,30705,"tbg_yeast","gtp","tub4_yeast"
"1770",30712,30709,"spc98_yeast","tbg_yeast","tub4_yeast"
"1771",30716,30707,"tbg_yeast","gtp","tub4_yeast"
"1772",30718,30715,"spc97_yeast","tbg_yeast","tub4_yeast"
"1773",30719,30713,"spc97_yeast","spc98_yeast","tub4_yeast"
"1774",30578,30576,"yo073_yeast","ubx3_yeast","tul1-e3_yeast"
"1775",30578,30576,"yo073_yeast","ubx3_yeast","tul1-e3_yeast"
"1776",30578,30576,"yo073_yeast","ubx3_yeast","tul1-e3_yeast"
"1777",30578,30576,"yo073_yeast","ubx3_yeast","tul1-e3_yeast"
"1778",30578,30576,"yo073_yeast","ubx3_yeast","tul1-e3_yeast"
"1779",30578,30576,"yo073_yeast","ubx3_yeast","tul1-e3_yeast"
"1780",30578,30576,"yo073_yeast","ubx3_yeast","tul1-e3_yeast"
"1781",27650,27648,"sn114_yeast","prp8_yeast","u5cyt_yeast"
"1782",27652,27647,"aar2_yeast","prp8_yeast","u5cyt_yeast"
"1783",27650,27648,"sn114_yeast","prp8_yeast","u5cyt_yeast"
"1784",27652,27647,"aar2_yeast","prp8_yeast","u5cyt_yeast"
"1785",27650,27648,"sn114_yeast","prp8_yeast","u5cyt_yeast"
"1786",27652,27647,"aar2_yeast","prp8_yeast","u5cyt_yeast"
"1787",31643,31641,"uba3_yeast","ula1_yeast","uba3-ula1_yeast"
"1788",28637,28628,"cy1_yeast","heme","ubol_cytc_yeast"
"1789",31627,31625,"bre5_yeast","ubp3_yeast","ubp3-bre5_yeast"
"1790",31566,31563,"utp17_yeast","utp10_yeast","utpa_yeast"
"1791",31575,31569,"utp8_yeast","utp9_yeast","utpa_yeast"
"1792",31579,31562,"utp5_yeast","utp10_yeast","utpa_yeast"
"1793",31580,31574,"utp5_yeast","utp8_yeast","utpa_yeast"
"1794",31581,31570,"utp5_yeast","utp9_yeast","utpa_yeast"
"1795",31583,31573,"utp4_yeast","utp8_yeast","utpa_yeast"
"1796",31584,31578,"utp4_yeast","utp5_yeast","utpa_yeast"
"1797",31585,31564,"utp4_yeast","utp10_yeast","utpa_yeast"
"1798",31587,31577,"utp15_yeast","utp5_yeast","utpa_yeast"
"1799",31588,31572,"utp15_yeast","utp8_yeast","utpa_yeast"
"1800",31589,31568,"utp15_yeast","utp9_yeast","utpa_yeast"
"1801",31603,31599,"utp18_yeast","utp6_yeast","utpb_yeast"
"1802",31610,31604,"utp21_yeast","utp18_yeast","utpb_yeast"
"1803",31611,31600,"utp21_yeast","utp6_yeast","utpb_yeast"
"1804",31613,31606,"utp12_yeast","utp13_yeast","utpb_yeast"
"1805",31615,31609,"utp12_yeast","utp21_yeast","utpb_yeast"
"1806",31617,31602,"pwp2_yeast","utp18_yeast","utpb_yeast"
"1807",31618,31608,"pwp2_yeast","utp21_yeast","utpb_yeast"
"1808",31619,31614,"pwp2_yeast","utp12_yeast","utpb_yeast"
"1809",29368,29366,"csk2b_yeast","csk21_yeast","utpc_yeast-1"
"1810",29372,29365,"csk22_yeast","csk21_yeast","utpc_yeast-1"
"1811",29373,29370,"csk22_yeast","csk2b_yeast","utpc_yeast-1"
"1812",29378,29376,"rrp7_yeast","utp22_yeast","utpc_yeast-1"
"1813",29380,29369,"csk2c_yeast","csk2b_yeast","utpc_yeast-1"
"1814",29381,29364,"csk2c_yeast","csk21_yeast","utpc_yeast-1"
"1815",29382,29374,"csk2c_yeast","csk22_yeast","utpc_yeast-1"
"1816",29347,29343,"csk2c_yeast","csk21_yeast","utpc_yeast-2"
"1817",29351,29349,"rrp7_yeast","utp22_yeast","utpc_yeast-2"
"1818",29353,29346,"csk2b_yeast","csk2c_yeast","utpc_yeast-2"
"1819",29354,29344,"csk2b_yeast","csk21_yeast","utpc_yeast-2"
"1820",29347,29343,"csk2c_yeast","csk21_yeast","utpc_yeast-2"
"1821",29351,29349,"rrp7_yeast","utp22_yeast","utpc_yeast-2"
"1822",29353,29346,"csk2b_yeast","csk2c_yeast","utpc_yeast-2"
"1823",29354,29344,"csk2b_yeast","csk21_yeast","utpc_yeast-2"
"1824",30614,30608,"vatf_yeast","vath_yeast","v-atpase-golgi_yeast"
"1825",30615,30612,"vatf_yeast","vatd_yeast","v-atpase-golgi_yeast"
"1826",30619,30610,"vate_yeast","vatg_yeast","v-atpase-golgi_yeast"
"1827",30625,30622,"va0d_yeast","vata_yeast","v-atpase-golgi_yeast"
"1828",30626,30616,"va0d_yeast","vatf_yeast","v-atpase-golgi_yeast"
"1829",30614,30608,"vatf_yeast","vath_yeast","v-atpase-golgi_yeast"
"1830",30615,30612,"vatf_yeast","vatd_yeast","v-atpase-golgi_yeast"
"1831",30619,30610,"vate_yeast","vatg_yeast","v-atpase-golgi_yeast"
"1832",30625,30622,"va0d_yeast","vata_yeast","v-atpase-golgi_yeast"
"1833",30626,30616,"va0d_yeast","vatf_yeast","v-atpase-golgi_yeast"
"1834",34355,34351,"atg14_yeast","atg38_yeast","vps34pi3k-i_yeast"
"1835",34357,34352,"vps34_yeast","atg38_yeast","vps34pi3k-i_yeast"
"1836",34355,34351,"atg14_yeast","atg38_yeast","vps34pi3k-i_yeast"
"1837",34357,34352,"vps34_yeast","atg38_yeast","vps34pi3k-i_yeast"
"1838",34355,34351,"atg14_yeast","atg38_yeast","vps34pi3k-i_yeast"
"1839",34357,34352,"vps34_yeast","atg38_yeast","vps34pi3k-i_yeast"
"1840",31635,31633,"vps55_yeast","vps68_yeast","vps55-vps68_yeast"
"1841",31635,31633,"vps55_yeast","vps68_yeast","vps55-vps68_yeast"
"1842",31135,31133,"psr1_yeast","whi2_yeast","whi2-psr1_yeast"
"1843",31143,31141,"psr2_yeast","whi2_yeast","whi2-psr2_yeast"
