"","id_A","id_B","protein_A","protein_B","complex"
"1647",11074,11071,"tgfr2_human","p01137-pro_0000033763","tgfb1-tgfbr1-tgfbr2_human"
"1648",11076,11073,"tgfr1_human","tgfr2_human","tgfb1-tgfbr1-tgfbr2_human"
"1649",11077,11070,"tgfr1_human","p01137-pro_0000033763","tgfb1-tgfbr1-tgfbr2_human"
"1650",11079,11069,"p01137-pro_0000033763","p01137-pro_0000033763","tgfb1-tgfbr1-tgfbr2_human"
"1651",11084,11081,"tgfr2_human","p01137-pro_0000033763","tgfb1-tgfbr1-tgfbr2_human"
"1652",11086,11083,"tgfr1_human","tgfr2_human","tgfb1-tgfbr1-tgfbr2_human"
"1653",11087,11080,"tgfr1_human","p01137-pro_0000033763","tgfb1-tgfbr1-tgfbr2_human"
"1654",11620,11618,"p01137-pro_0000033763","p01137-pro_0000033763","tgfb1_human-1"
"1655",12146,12143,"tgfr2_human","p61812-pro_0000033785","tgfb2-tgfbr1-tgfbr2_human"
"1656",12148,12145,"tgfr1_human","tgfr2_human","tgfb2-tgfbr1-tgfbr2_human"
"1657",12149,12142,"tgfr1_human","p61812-pro_0000033785","tgfb2-tgfbr1-tgfbr2_human"
"1658",12151,12141,"p61812-pro_0000033785","p61812-pro_0000033785","tgfb2-tgfbr1-tgfbr2_human"
"1659",12156,12153,"tgfr2_human","p61812-pro_0000033785","tgfb2-tgfbr1-tgfbr2_human"
"1660",12158,12155,"tgfr1_human","tgfr2_human","tgfb2-tgfbr1-tgfbr2_human"
"1661",12159,12152,"tgfr1_human","p61812-pro_0000033785","tgfb2-tgfbr1-tgfbr2_human"
"1662",11627,11625,"p61812-pro_0000033785","p61812-pro_0000033785","tgfb2_human-1"
"1663",16625,16622,"tgfr1_human","tgfr2_human","tgfb3-tgfbr1-tgfbr2_human"
"1664",16629,16623,"p10600-pro_0000033797","tgfr2_human","tgfb3-tgfbr1-tgfbr2_human"
"1665",16630,16626,"p10600-pro_0000033797","tgfr1_human","tgfb3-tgfbr1-tgfbr2_human"
"1666",16635,16628,"p10600-pro_0000033797","p10600-pro_0000033797","tgfb3-tgfbr1-tgfbr2_human"
"1667",16636,16633,"p10600-pro_0000033797","tgfr2_human","tgfb3-tgfbr1-tgfbr2_human"
"1668",16639,16632,"tgfr1_human","tgfr2_human","tgfb3-tgfbr1-tgfbr2_human"
"1669",16640,16637,"tgfr1_human","p10600-pro_0000033797","tgfb3-tgfbr1-tgfbr2_human"
"1670",11634,11632,"p10600-pro_0000033797","p10600-pro_0000033797","tgfb3_human-1"
"1671",11634,11632,"p10600-pro_0000033797","p10600-pro_0000033797","tgfb3_human-1"
"1672",11634,11632,"p10600-pro_0000033797","p10600-pro_0000033797","tgfb3_human-1"
"1673",11634,11632,"p10600-pro_0000033797","p10600-pro_0000033797","tgfb3_human-1"
"1674",11634,11632,"p10600-pro_0000033797","p10600-pro_0000033797","tgfb3_human-1"
"1675",11634,11632,"p10600-pro_0000033797","p10600-pro_0000033797","tgfb3_human-1"
"1676",9435,9432,"titin_human","telt_human","titin-telethonin_human"
"1677",9436,9433,"titin_human","telt_human","titin-telethonin_human"
"1678",10971,10969,"pai1_human","tpa_human","tpa-pai-1_human"
"1679",10932,10930,"ub2v1_human","ube2n_human","ube2n-ube2v1_human"
"1680",11095,11093,"ube2n_human","ub2v2_human","ube2n-ube2v2_human"
"1681",11095,11093,"ube2n_human","ub2v2_human","ube2n-ube2v2_human"
"1682",10435,10432,"ulk1_human","rbcc1_human","ulk1-atg13_human"
"1683",10438,10436,"atg13_human","ulk1_human","ulk1-atg13_human"
"1684",10439,10430,"atg13_human","atga1_human","ulk1-atg13_human"
"1685",10440,10433,"atg13_human","rbcc1_human","ulk1-atg13_human"
"1686",10916,10914,"urok_human","pai1_human","upa-pai-1_human"
"1687",11003,11000,"urok_human","upar_human","upa-upar-vitronectin_human"
"1688",11005,11001,"vtnc_human","upar_human","upa-upar-vitronectin_human"
"1689",10948,10946,"urok_human","upar_human","upa-upar_human"
"1690",17208,17206,"usf1_human","usf2_human","usf1-usf2_human"
"1691",17208,17206,"usf1_human","usf2_human","usf1-usf2_human"
"1692",17208,17206,"usf1_human","usf2_human","usf1-usf2_human"
"1693",10956,10954,"vapa_human","osbp1_human","vapa-osbp_human"
"1694",9663,9661,"ufd1_human","npl4_human","vcp-npl4-ufd1_human"
"1695",9666,9660,"tera_human","npl4_human","vcp-npl4-ufd1_human"
"1696",9667,9664,"tera_human","ufd1_human","vcp-npl4-ufd1_human"
"1697",9663,9661,"ufd1_human","npl4_human","vcp-npl4-ufd1_human"
"1698",9666,9660,"tera_human","npl4_human","vcp-npl4-ufd1_human"
"1699",9667,9664,"tera_human","ufd1_human","vcp-npl4-ufd1_human"
"1700",10780,10778,"vtnc_human","pai1_human","vitronectin-pai-1_human"
"1701",10272,10270,"vps4a_human","vps4b_human","vps4a-vps4b_human"
"1702",10272,10270,"vps4a_human","vps4b_human","vps4a-vps4b_human"
"1703",10272,10270,"vps4a_human","vps4b_human","vps4a-vps4b_human"
"1704",10272,10270,"vps4a_human","vps4b_human","vps4a-vps4b_human"
"1705",10272,10270,"vps4a_human","vps4b_human","vps4a-vps4b_human"
"1706",10272,10270,"vps4a_human","vps4b_human","vps4a-vps4b_human"
"1707",10272,10270,"vps4a_human","vps4b_human","vps4a-vps4b_human"
"1708",10272,10270,"vps4a_human","vps4b_human","vps4a-vps4b_human"
"1709",10272,10270,"vps4a_human","vps4b_human","vps4a-vps4b_human"
"1710",10272,10270,"vps4a_human","vps4b_human","vps4a-vps4b_human"
"1711",10272,10270,"vps4a_human","vps4b_human","vps4a-vps4b_human"
"1712",12058,12056,"baz1b_human","smca5_human","wich_human"
"1713",15884,15882,"mgn_human","rbm8a_human","y14-magoh_human"
"1714",11774,11772,"mgn2_human","rbm8a_human","y14-magohb_human"
