"","id_A","id_B","protein_A","protein_B","complex"
"1",18644,18640,"q9erk7-pro_0000000380","o70174-pro_0000000352","2xchrna4-3xchrnb2_mouse"
"2",18649,18643,"o70174-pro_0000000352","q9erk7-pro_0000000380","2xchrna4-3xchrnb2_mouse"
"3",18650,18647,"o70174-pro_0000000352","q9erk7-pro_0000000380","2xchrna4-3xchrnb2_mouse"
"4",18652,18641,"q9erk7-pro_0000000380","o70174-pro_0000000352","2xchrna4-3xchrnb2_mouse"
"5",18653,18646,"q9erk7-pro_0000000380","q9erk7-pro_0000000380","2xchrna4-3xchrnb2_mouse"
"6",18624,18622,"o70174-pro_0000000352","o70174-pro_0000000352","3xchrna4-2xchrnb2_mouse"
"7",18628,18625,"q9erk7-pro_0000000380","o70174-pro_0000000352","3xchrna4-2xchrnb2_mouse"
"8",18631,18627,"o70174-pro_0000000352","q9erk7-pro_0000000380","3xchrna4-2xchrnb2_mouse"
"9",18633,18630,"q9erk7-pro_0000000380","o70174-pro_0000000352","3xchrna4-2xchrnb2_mouse"
"10",18634,18621,"q9erk7-pro_0000000380","o70174-pro_0000000352","3xchrna4-2xchrnb2_mouse"
"11",22654,22652,"p12023-pro_0000000119","p12023-pro_0000000118","abeta-40-42-oligomer_mouse"
"12",22428,22426,"p12023-pro_0000000118","p12023-pro_0000000119","abeta-40-42_mouse"
"13",22773,22771,"p12023-pro_0000000119","p12023-pro_0000000119","abeta-40-oligomer_mouse"
"14",22435,22433,"p12023-pro_0000000119","p12023-pro_0000000119","abeta-40_mouse"
"15",22727,22725,"p12023-pro_0000000118","p12023-pro_0000000118","abeta-42-oligomer_mouse"
"16",22442,22440,"p12023-pro_0000000118","p12023-pro_0000000118","abeta-42_mouse"
"17",18340,18338,"q8ce08-pro_0000356293","q8ce08-pro_0000356293","acpp_mouse"
"18",21312,21310,"s10aa_mouse","e9q616_mouse","ahnak-anxa2-s100a10_mouse"
"19",21316,21314,"s10aa_mouse","s10aa_mouse","ahnak-anxa2-s100a10_mouse"
"20",21318,21310,"s10aa_mouse","e9q616_mouse","ahnak-anxa2-s100a10_mouse"
"21",21320,21310,"anxa2_mouse","e9q616_mouse","ahnak-anxa2-s100a10_mouse"
"22",21321,21313,"anxa2_mouse","s10aa_mouse","ahnak-anxa2-s100a10_mouse"
"23",21322,21306,"anxa2_mouse","calcium(2+)","ahnak-anxa2-s100a10_mouse"
"24",21324,21308,"anxa2_mouse","calcium(2+)","ahnak-anxa2-s100a10_mouse"
"25",21325,21310,"anxa2_mouse","e9q616_mouse","ahnak-anxa2-s100a10_mouse"
"26",21326,21317,"anxa2_mouse","s10aa_mouse","ahnak-anxa2-s100a10_mouse"
"27",21312,21310,"s10aa_mouse","e9q616_mouse","ahnak-anxa2-s100a10_mouse"
"28",21316,21314,"s10aa_mouse","s10aa_mouse","ahnak-anxa2-s100a10_mouse"
"29",21318,21310,"s10aa_mouse","e9q616_mouse","ahnak-anxa2-s100a10_mouse"
"30",21320,21310,"anxa2_mouse","e9q616_mouse","ahnak-anxa2-s100a10_mouse"
"31",21321,21313,"anxa2_mouse","s10aa_mouse","ahnak-anxa2-s100a10_mouse"
"32",21322,21306,"anxa2_mouse","calcium(2+)","ahnak-anxa2-s100a10_mouse"
"33",21324,21308,"anxa2_mouse","calcium(2+)","ahnak-anxa2-s100a10_mouse"
"34",21325,21310,"anxa2_mouse","e9q616_mouse","ahnak-anxa2-s100a10_mouse"
"35",21326,21317,"anxa2_mouse","s10aa_mouse","ahnak-anxa2-s100a10_mouse"
"36",24058,24056,"ncbp1_mouse","ncbp3_mouse","alt-cbc_mouse"
"37",25598,25596,"calrl_mouse","q9wup0-pro_0000030173","am1-receptor_mouse"
"38",25606,25604,"q9wup1-pro_0000030177","calrl_mouse","am2-receptor_mouse"
"39",25826,25824,"ramp1_mouse","calcr_mouse","amy1-receptor_mouse"
"40",25834,25832,"calcr_mouse","ramp2_mouse","amy2-receptor_mouse"
"41",25842,25840,"ramp3_mouse","calcr_mouse","amy3-receptor_mouse"
"42",25842,25840,"ramp3_mouse","calcr_mouse","amy3-receptor_mouse"
"43",21283,21280,"hltf_mouse","hltf_mouse","anxa2-s100a10-smarca3_mouse"
"44",21288,21278,"s10aa_mouse","hltf_mouse","anxa2-s100a10-smarca3_mouse"
"45",21290,21286,"s10aa_mouse","s10aa_mouse","anxa2-s100a10-smarca3_mouse"
"46",21292,21282,"s10aa_mouse","hltf_mouse","anxa2-s100a10-smarca3_mouse"
"47",21294,21279,"anxa2_mouse","hltf_mouse","anxa2-s100a10-smarca3_mouse"
"48",21295,21287,"anxa2_mouse","s10aa_mouse","anxa2-s100a10-smarca3_mouse"
"49",21297,21291,"anxa2_mouse","s10aa_mouse","anxa2-s100a10-smarca3_mouse"
"50",21298,21284,"anxa2_mouse","hltf_mouse","anxa2-s100a10-smarca3_mouse"
"51",21283,21280,"hltf_mouse","hltf_mouse","anxa2-s100a10-smarca3_mouse"
"52",21288,21278,"s10aa_mouse","hltf_mouse","anxa2-s100a10-smarca3_mouse"
"53",21290,21286,"s10aa_mouse","s10aa_mouse","anxa2-s100a10-smarca3_mouse"
"54",21292,21282,"s10aa_mouse","hltf_mouse","anxa2-s100a10-smarca3_mouse"
"55",21294,21279,"anxa2_mouse","hltf_mouse","anxa2-s100a10-smarca3_mouse"
"56",21295,21287,"anxa2_mouse","s10aa_mouse","anxa2-s100a10-smarca3_mouse"
"57",21297,21291,"anxa2_mouse","s10aa_mouse","anxa2-s100a10-smarca3_mouse"
"58",21298,21284,"anxa2_mouse","hltf_mouse","anxa2-s100a10-smarca3_mouse"
"59",21259,21256,"s10aa_mouse","s10aa_mouse","anxa2_s100a10_mouse"
"60",21261,21258,"anxa2_mouse","s10aa_mouse","anxa2_s100a10_mouse"
"61",21265,21255,"anxa2_mouse","s10aa_mouse","anxa2_s100a10_mouse"
"62",21269,21263,"calcium(2+)","anxa2_mouse","anxa2_s100a10_mouse"
"63",21271,21267,"calcium(2+)","anxa2_mouse","anxa2_s100a10_mouse"
"64",21259,21256,"s10aa_mouse","s10aa_mouse","anxa2_s100a10_mouse"
"65",21261,21258,"anxa2_mouse","s10aa_mouse","anxa2_s100a10_mouse"
"66",21265,21255,"anxa2_mouse","s10aa_mouse","anxa2_s100a10_mouse"
"67",21269,21263,"calcium(2+)","anxa2_mouse","anxa2_s100a10_mouse"
"68",21271,21267,"calcium(2+)","anxa2_mouse","anxa2_s100a10_mouse"
"69",21259,21256,"s10aa_mouse","s10aa_mouse","anxa2_s100a10_mouse"
"70",21261,21258,"anxa2_mouse","s10aa_mouse","anxa2_s100a10_mouse"
"71",21265,21255,"anxa2_mouse","s10aa_mouse","anxa2_s100a10_mouse"
"72",21269,21263,"calcium(2+)","anxa2_mouse","anxa2_s100a10_mouse"
"73",21271,21267,"calcium(2+)","anxa2_mouse","anxa2_s100a10_mouse"
"74",19221,19219,"atg5_mouse","a16l1_mouse","atg12-atg5-atg16l1_mouse"
"75",19224,19222,"atg12_mouse","atg5_mouse","atg12-atg5-atg16l1_mouse"
"76",19403,19401,"atg5_mouse","a16l2_mouse","atg12-atg5-atg16l2_mouse"
"77",19406,19404,"atg12_mouse","atg5_mouse","atg12-atg5-atg16l2_mouse"
"78",19423,19421,"atg5_mouse","tcpr1_mouse","atg5-atg12-tecpr1_mouse"
"79",19426,19424,"atg12_mouse","atg5_mouse","atg5-atg12-tecpr1_mouse"
"80",19414,19412,"atg12_mouse","atg5_mouse","atg5-atg12_mouse"
"81",25353,25350,"atp4b_mouse","atp4a_mouse","atp4a-atp4b_mouse"
"82",24026,24024,"atr_mouse","atrip_mouse","atr_atrip_mouse"
"83",22719,22717,"baz1b_mouse","smca5_mouse","b-wich_mouse"
"84",24198,24196,"bcl2_mouse","bad_mouse","bad_bcl2_mouse"
"85",24206,24204,"q64373-1","bad_mouse","bad_bclxl_mouse"
"86",22795,22788,"smrc1_mouse","snf5_mouse","baf_var1_mouse"
"87",22800,22798,"ari1a_mouse","smca2_mouse","baf_var1_mouse"
"88",22803,22797,"acl6a_mouse","smca2_mouse","baf_var1_mouse"
"89",22825,22818,"smrc1_mouse","snf5_mouse","baf_var2_mouse"
"90",22831,22829,"ari1a_mouse","smca4_mouse","baf_var2_mouse"
"91",22833,22827,"actb_mouse","smca4_mouse","baf_var2_mouse"
"92",22835,22828,"acl6a_mouse","smca4_mouse","baf_var2_mouse"
"93",22857,22850,"smrc1_mouse","snf5_mouse","baf_var3_mouse"
"94",22862,22860,"e9q6r4_mouse","smca2_mouse","baf_var3_mouse"
"95",22865,22859,"acl6a_mouse","smca2_mouse","baf_var3_mouse"
"96",22887,22880,"smrc1_mouse","snf5_mouse","baf_var4_mouse"
"97",22893,22890,"e9q6r4_mouse","smca4_mouse","baf_var4_mouse"
"98",22895,22891,"actb_mouse","smca4_mouse","baf_var4_mouse"
"99",22897,22889,"acl6a_mouse","smca4_mouse","baf_var4_mouse"
"100",22919,22912,"smrc1_mouse","snf5_mouse","baf_var5_mouse"
"101",22924,22922,"ari1a_mouse","smca2_mouse","baf_var5_mouse"
"102",22927,22921,"acl6b_mouse","smca2_mouse","baf_var5_mouse"
"103",22949,22942,"smrc1_mouse","snf5_mouse","baf_var6_mouse"
"104",22955,22952,"ari1a_mouse","smca4_mouse","baf_var6_mouse"
"105",22957,22953,"actb_mouse","smca4_mouse","baf_var6_mouse"
"106",22959,22951,"acl6b_mouse","smca4_mouse","baf_var6_mouse"
"107",22981,22974,"smrc1_mouse","snf5_mouse","baf_var7_mouse"
"108",22986,22984,"e9q6r4_mouse","smca2_mouse","baf_var7_mouse"
"109",22989,22983,"acl6b_mouse","smca2_mouse","baf_var7_mouse"
"110",23011,23004,"smrc1_mouse","snf5_mouse","baf_var8_mouse"
"111",23017,23014,"e9q6r4_mouse","smca4_mouse","baf_var8_mouse"
"112",23019,23015,"actb_mouse","smca4_mouse","baf_var8_mouse"
"113",23021,23013,"acl6b_mouse","smca4_mouse","baf_var8_mouse"
"114",18391,18388,"bag6_mouse","ubl4a_mouse","bag6-ubl4a-get4_mouse"
"115",18393,18390,"get4_mouse","bag6_mouse","bag6-ubl4a-get4_mouse"
"116",18391,18388,"bag6_mouse","ubl4a_mouse","bag6-ubl4a-get4_mouse"
"117",18393,18390,"get4_mouse","bag6_mouse","bag6-ubl4a-get4_mouse"
"118",19628,19626,"asxl1_mouse","bap1_mouse","bap1-asxl1_mouse"
"119",19628,19626,"asxl1_mouse","bap1_mouse","bap1-asxl1_mouse"
"120",19670,19668,"smca5_mouse","baz1a_mouse","baz1a-smarca5_mouse"
"121",19636,19634,"baz2a_mouse","smca5_mouse","baz2a-smca5_mouse"
"122",23672,23670,"ari1a_mouse","smca2_mouse","bbaf_var1_mouse"
"123",23675,23669,"acl6b_mouse","smca2_mouse","bbaf_var1_mouse"
"124",23695,23692,"ari1a_mouse","smca4_mouse","bbaf_var2_mouse"
"125",23697,23693,"actb_mouse","smca4_mouse","bbaf_var2_mouse"
"126",23699,23691,"acl6b_mouse","smca4_mouse","bbaf_var2_mouse"
"127",23718,23716,"e9q6r4_mouse","smca2_mouse","bbaf_var3_mouse"
"128",23721,23715,"acl6b_mouse","smca2_mouse","bbaf_var3_mouse"
"129",23741,23738,"e9q6r4_mouse","smca4_mouse","bbaf_var4_mouse"
"130",23743,23739,"actb_mouse","smca4_mouse","bbaf_var4_mouse"
"131",23745,23737,"acl6b_mouse","smca4_mouse","bbaf_var4_mouse"
"132",23741,23738,"e9q6r4_mouse","smca4_mouse","bbaf_var4_mouse"
"133",23743,23739,"actb_mouse","smca4_mouse","bbaf_var4_mouse"
"134",23745,23737,"acl6b_mouse","smca4_mouse","bbaf_var4_mouse"
"135",23741,23738,"e9q6r4_mouse","smca4_mouse","bbaf_var4_mouse"
"136",23743,23739,"actb_mouse","smca4_mouse","bbaf_var4_mouse"
"137",23745,23737,"acl6b_mouse","smca4_mouse","bbaf_var4_mouse"
"138",19156,19154,"q64373-1","q64373-1","bclxl_mouse_dimer"
"139",18153,18150,"ctnb1_mouse","cnbp1_mouse","beta-catenin-icat_mouse"
"140",18154,18151,"ctnb1_mouse","cnbp1_mouse","beta-catenin-icat_mouse"
"141",24214,24212,"bid_mouse","bcl2_mouse","bid_bcl2_mouse"
"142",24262,24260,"bid_mouse","q64373-1","bid_bclxl_mouse"
"143",19172,19170,"bik_mouse","b2cl2_mouse","bik-bcl2l2_mouse"
"144",20512,20510,"b2l11_mouse","mcl1_mouse","bim-mcl1_mouse"
"145",24254,24252,"b2l11_mouse","bcl2_mouse","bim_bcl2_mouse"
"146",24222,24220,"q64373-1","b2l11_mouse","bim_bclxl_mouse"
"147",24222,24220,"q64373-1","b2l11_mouse","bim_bclxl_mouse"
"148",21750,21748,"brca2_mouse","rad51_mouse","brcc_mouse"
"149",21752,21744,"brca1_mouse","bard1_mouse","brcc_mouse"
"150",21753,21746,"brca1_mouse","brcc3_mouse","brcc_mouse"
"151",23795,23790,"top3a_mouse","rmi1_mouse","btr_mouse"
"152",23797,23789,"rmi2_mouse","rmi1_mouse","btr_mouse"
"153",23799,23794,"magnesium(2+)","top3a_mouse","btr_mouse"
"154",23801,23792,"zinc(2+)","blm_mouse","btr_mouse"
"155",20464,20462,"jun_mouse","jun_mouse","c-jun_mouse"
"156",22404,22399,"abec1_mouse","zinc(2+)","c2u-editosome_mouse"
"157",22407,22402,"abec1_mouse","roaa_mouse","c2u-editosome_mouse"
"158",22411,22406,"q7tmk9-1","abec1_mouse","c2u-editosome_mouse"
"159",22414,22409,"a1cf_mouse","q7tmk9-1","c2u-editosome_mouse"
"160",22415,22405,"a1cf_mouse","abec1_mouse","c2u-editosome_mouse"
"161",22417,22397,"abec1_mouse","zinc(2+)","c2u-editosome_mouse"
"162",22418,22413,"abec1_mouse","a1cf_mouse","c2u-editosome_mouse"
"163",22419,22410,"abec1_mouse","q7tmk9-1","c2u-editosome_mouse"
"164",22420,22401,"abec1_mouse","roaa_mouse","c2u-editosome_mouse"
"165",21830,21828,"p01027-pro_0000005918","p01027-pro_0000005921","c3b_mouse"
"166",17907,17903,"tnni3_mouse","tnnt2_mouse","c_troponin-1"
"167",20060,20056,"caf1a_mouse","caf1b_mouse","caf1_mouse"
"168",20062,20059,"rbbp4_mouse","caf1a_mouse","caf1_mouse"
"169",20063,20057,"rbbp4_mouse","caf1b_mouse","caf1_mouse"
"170",20060,20056,"caf1a_mouse","caf1b_mouse","caf1_mouse"
"171",20062,20059,"rbbp4_mouse","caf1a_mouse","caf1_mouse"
"172",20063,20057,"rbbp4_mouse","caf1b_mouse","caf1_mouse"
"173",21222,21212,"canb1_mouse","calcium(2+)","calc-akap5-alpha1_mouse"
"174",21225,21216,"pp2ba_mouse","iron(3+)","calc-akap5-alpha1_mouse"
"175",21226,21214,"pp2ba_mouse","zinc(2+)","calc-akap5-alpha1_mouse"
"176",21227,21218,"pp2ba_mouse","canb1_mouse","calc-akap5-alpha1_mouse"
"177",21228,21210,"pp2ba_mouse","akap5_mouse","calc-akap5-alpha1_mouse"
"178",21230,21221,"calcium(2+)","canb1_mouse","calc-akap5-alpha1_mouse"
"179",21232,21220,"calcium(2+)","canb1_mouse","calc-akap5-alpha1_mouse"
"180",21234,21219,"calcium(2+)","canb1_mouse","calc-akap5-alpha1_mouse"
"181",21236,21224,"calm_mouse","pp2ba_mouse","calc-akap5-alpha1_mouse"
"182",21242,21239,"calcium(2+)","calm_mouse","calc-akap5-alpha1_mouse"
"183",21244,21238,"calcium(2+)","calm_mouse","calc-akap5-alpha1_mouse"
"184",21246,21240,"calcium(2+)","calm_mouse","calc-akap5-alpha1_mouse"
"185",21248,21237,"calcium(2+)","calm_mouse","calc-akap5-alpha1_mouse"
"186",22522,22512,"canb2_mouse","calcium(2+)","calc-akap5-alpha2_mouse"
"187",22525,22516,"pp2ba_mouse","iron(3+)","calc-akap5-alpha2_mouse"
"188",22526,22514,"pp2ba_mouse","zinc(2+)","calc-akap5-alpha2_mouse"
"189",22527,22518,"pp2ba_mouse","canb2_mouse","calc-akap5-alpha2_mouse"
"190",22528,22510,"pp2ba_mouse","akap5_mouse","calc-akap5-alpha2_mouse"
"191",22530,22521,"calcium(2+)","canb2_mouse","calc-akap5-alpha2_mouse"
"192",22532,22520,"calcium(2+)","canb2_mouse","calc-akap5-alpha2_mouse"
"193",22534,22519,"calcium(2+)","canb2_mouse","calc-akap5-alpha2_mouse"
"194",22544,22542,"calm_mouse","calcium(2+)","calc-akap5-alpha2_mouse"
"195",22545,22540,"calm_mouse","calcium(2+)","calc-akap5-alpha2_mouse"
"196",22546,22524,"calm_mouse","pp2ba_mouse","calc-akap5-alpha2_mouse"
"197",22547,22538,"calm_mouse","calcium(2+)","calc-akap5-alpha2_mouse"
"198",22548,22536,"calm_mouse","calcium(2+)","calc-akap5-alpha2_mouse"
"199",21899,21889,"canb1_mouse","calcium(2+)","calc-akap5-beta1_mouse"
"200",21902,21893,"pp2bb_mouse","iron(3+)","calc-akap5-beta1_mouse"
"201",21903,21891,"pp2bb_mouse","zinc(2+)","calc-akap5-beta1_mouse"
"202",21904,21895,"pp2bb_mouse","canb1_mouse","calc-akap5-beta1_mouse"
"203",21905,21887,"pp2bb_mouse","akap5_mouse","calc-akap5-beta1_mouse"
"204",21907,21898,"calcium(2+)","canb1_mouse","calc-akap5-beta1_mouse"
"205",21909,21897,"calcium(2+)","canb1_mouse","calc-akap5-beta1_mouse"
"206",21911,21896,"calcium(2+)","canb1_mouse","calc-akap5-beta1_mouse"
"207",21921,21901,"calm_mouse","pp2bb_mouse","calc-akap5-beta1_mouse"
"208",21922,21913,"calm_mouse","calcium(2+)","calc-akap5-beta1_mouse"
"209",21923,21919,"calm_mouse","calcium(2+)","calc-akap5-beta1_mouse"
"210",21924,21917,"calm_mouse","calcium(2+)","calc-akap5-beta1_mouse"
"211",21925,21915,"calm_mouse","calcium(2+)","calc-akap5-beta1_mouse"
"212",22571,22561,"canb2_mouse","calcium(2+)","calc-akap5-beta2_mouse"
"213",22574,22565,"pp2bb_mouse","iron(3+)","calc-akap5-beta2_mouse"
"214",22575,22563,"pp2bb_mouse","zinc(2+)","calc-akap5-beta2_mouse"
"215",22576,22567,"pp2bb_mouse","canb2_mouse","calc-akap5-beta2_mouse"
"216",22577,22559,"pp2bb_mouse","akap5_mouse","calc-akap5-beta2_mouse"
"217",22579,22570,"calcium(2+)","canb2_mouse","calc-akap5-beta2_mouse"
"218",22581,22569,"calcium(2+)","canb2_mouse","calc-akap5-beta2_mouse"
"219",22583,22568,"calcium(2+)","canb2_mouse","calc-akap5-beta2_mouse"
"220",22593,22573,"calm_mouse","pp2bb_mouse","calc-akap5-beta2_mouse"
"221",22594,22591,"calm_mouse","calcium(2+)","calc-akap5-beta2_mouse"
"222",22595,22589,"calm_mouse","calcium(2+)","calc-akap5-beta2_mouse"
"223",22596,22587,"calm_mouse","calcium(2+)","calc-akap5-beta2_mouse"
"224",22597,22585,"calm_mouse","calcium(2+)","calc-akap5-beta2_mouse"
"225",22473,22463,"canb1_mouse","calcium(2+)","calc-akap5-gamma1_mouse"
"226",22476,22467,"pp2bc_mouse","iron(3+)","calc-akap5-gamma1_mouse"
"227",22477,22465,"pp2bc_mouse","zinc(2+)","calc-akap5-gamma1_mouse"
"228",22478,22469,"pp2bc_mouse","canb1_mouse","calc-akap5-gamma1_mouse"
"229",22479,22461,"pp2bc_mouse","akap5_mouse","calc-akap5-gamma1_mouse"
"230",22481,22472,"calcium(2+)","canb1_mouse","calc-akap5-gamma1_mouse"
"231",22483,22471,"calcium(2+)","canb1_mouse","calc-akap5-gamma1_mouse"
"232",22485,22470,"calcium(2+)","canb1_mouse","calc-akap5-gamma1_mouse"
"233",22495,22493,"calm_mouse","calcium(2+)","calc-akap5-gamma1_mouse"
"234",22496,22491,"calm_mouse","calcium(2+)","calc-akap5-gamma1_mouse"
"235",22497,22489,"calm_mouse","calcium(2+)","calc-akap5-gamma1_mouse"
"236",22498,22487,"calm_mouse","calcium(2+)","calc-akap5-gamma1_mouse"
"237",22499,22475,"calm_mouse","pp2bc_mouse","calc-akap5-gamma1_mouse"
"238",22620,22610,"canb2_mouse","calcium(2+)","calc-akap5-gamma2_mouse"
"239",22623,22614,"pp2bc_mouse","iron(3+)","calc-akap5-gamma2_mouse"
"240",22624,22612,"pp2bc_mouse","zinc(2+)","calc-akap5-gamma2_mouse"
"241",22625,22616,"pp2bc_mouse","canb2_mouse","calc-akap5-gamma2_mouse"
"242",22626,22608,"pp2bc_mouse","akap5_mouse","calc-akap5-gamma2_mouse"
"243",22628,22619,"calcium(2+)","canb2_mouse","calc-akap5-gamma2_mouse"
"244",22630,22618,"calcium(2+)","canb2_mouse","calc-akap5-gamma2_mouse"
"245",22632,22617,"calcium(2+)","canb2_mouse","calc-akap5-gamma2_mouse"
"246",22642,22640,"calm_mouse","calcium(2+)","calc-akap5-gamma2_mouse"
"247",22643,22638,"calm_mouse","calcium(2+)","calc-akap5-gamma2_mouse"
"248",22644,22636,"calm_mouse","calcium(2+)","calc-akap5-gamma2_mouse"
"249",22645,22634,"calm_mouse","calcium(2+)","calc-akap5-gamma2_mouse"
"250",22646,22622,"calm_mouse","pp2bc_mouse","calc-akap5-gamma2_mouse"
"251",22033,22031,"calm_mouse","calcium(2+)","calcineurin-calmodulin-alpha1_mouse"
"252",22034,22029,"calm_mouse","calcium(2+)","calcineurin-calmodulin-alpha1_mouse"
"253",22035,22027,"calm_mouse","calcium(2+)","calcineurin-calmodulin-alpha1_mouse"
"254",22036,22025,"calm_mouse","calcium(2+)","calcineurin-calmodulin-alpha1_mouse"
"255",22049,22039,"canb1_mouse","calcium(2+)","calcineurin-calmodulin-alpha1_mouse"
"256",22051,22043,"pp2ba_mouse","iron(3+)","calcineurin-calmodulin-alpha1_mouse"
"257",22052,22041,"pp2ba_mouse","zinc(2+)","calcineurin-calmodulin-alpha1_mouse"
"258",22053,22045,"pp2ba_mouse","canb1_mouse","calcineurin-calmodulin-alpha1_mouse"
"259",22054,22037,"pp2ba_mouse","calm_mouse","calcineurin-calmodulin-alpha1_mouse"
"260",22056,22048,"calcium(2+)","canb1_mouse","calcineurin-calmodulin-alpha1_mouse"
"261",22058,22047,"calcium(2+)","canb1_mouse","calcineurin-calmodulin-alpha1_mouse"
"262",22060,22046,"calcium(2+)","canb1_mouse","calcineurin-calmodulin-alpha1_mouse"
"263",22230,22228,"calm_mouse","calcium(2+)","calcineurin-calmodulin-alpha2_mouse"
"264",22231,22226,"calm_mouse","calcium(2+)","calcineurin-calmodulin-alpha2_mouse"
"265",22232,22224,"calm_mouse","calcium(2+)","calcineurin-calmodulin-alpha2_mouse"
"266",22233,22222,"calm_mouse","calcium(2+)","calcineurin-calmodulin-alpha2_mouse"
"267",22245,22236,"canb2_mouse","calcium(2+)","calcineurin-calmodulin-alpha2_mouse"
"268",22248,22240,"pp2ba_mouse","iron(3+)","calcineurin-calmodulin-alpha2_mouse"
"269",22249,22238,"pp2ba_mouse","zinc(2+)","calcineurin-calmodulin-alpha2_mouse"
"270",22250,22242,"pp2ba_mouse","canb2_mouse","calcineurin-calmodulin-alpha2_mouse"
"271",22251,22234,"pp2ba_mouse","calm_mouse","calcineurin-calmodulin-alpha2_mouse"
"272",22253,22244,"calcium(2+)","canb2_mouse","calcineurin-calmodulin-alpha2_mouse"
"273",22255,22246,"calcium(2+)","canb2_mouse","calcineurin-calmodulin-alpha2_mouse"
"274",22257,22243,"calcium(2+)","canb2_mouse","calcineurin-calmodulin-alpha2_mouse"
"275",22078,22076,"calm_mouse","calcium(2+)","calcineurin-calmodulin-beta1_mouse"
"276",22079,22074,"calm_mouse","calcium(2+)","calcineurin-calmodulin-beta1_mouse"
"277",22080,22072,"calm_mouse","calcium(2+)","calcineurin-calmodulin-beta1_mouse"
"278",22081,22070,"calm_mouse","calcium(2+)","calcineurin-calmodulin-beta1_mouse"
"279",22094,22084,"canb1_mouse","calcium(2+)","calcineurin-calmodulin-beta1_mouse"
"280",22096,22088,"pp2bb_mouse","iron(3+)","calcineurin-calmodulin-beta1_mouse"
"281",22097,22086,"pp2bb_mouse","zinc(2+)","calcineurin-calmodulin-beta1_mouse"
"282",22098,22090,"pp2bb_mouse","canb1_mouse","calcineurin-calmodulin-beta1_mouse"
"283",22099,22082,"pp2bb_mouse","calm_mouse","calcineurin-calmodulin-beta1_mouse"
"284",22101,22093,"calcium(2+)","canb1_mouse","calcineurin-calmodulin-beta1_mouse"
"285",22103,22092,"calcium(2+)","canb1_mouse","calcineurin-calmodulin-beta1_mouse"
"286",22105,22091,"calcium(2+)","canb1_mouse","calcineurin-calmodulin-beta1_mouse"
"287",21984,21980,"calm_mouse","calcium(2+)","calcineurin-calmodulin-beta2_mouse"
"288",21998,21988,"canb2_mouse","calcium(2+)","calcineurin-calmodulin-beta2_mouse"
"289",22000,21992,"pp2bb_mouse","iron(3+)","calcineurin-calmodulin-beta2_mouse"
"290",22001,21990,"pp2bb_mouse","zinc(2+)","calcineurin-calmodulin-beta2_mouse"
"291",22002,21994,"pp2bb_mouse","canb2_mouse","calcineurin-calmodulin-beta2_mouse"
"292",22003,21982,"pp2bb_mouse","calm_mouse","calcineurin-calmodulin-beta2_mouse"
"293",22005,21997,"calcium(2+)","canb2_mouse","calcineurin-calmodulin-beta2_mouse"
"294",22007,21996,"calcium(2+)","canb2_mouse","calcineurin-calmodulin-beta2_mouse"
"295",22009,21995,"calcium(2+)","canb2_mouse","calcineurin-calmodulin-beta2_mouse"
"296",22011,21986,"calcium(2+)","calm_mouse","calcineurin-calmodulin-beta2_mouse"
"297",22013,21985,"calcium(2+)","calm_mouse","calcineurin-calmodulin-beta2_mouse"
"298",22015,21983,"calcium(2+)","calm_mouse","calcineurin-calmodulin-beta2_mouse"
"299",21944,21941,"calm_mouse","calcium(2+)","calcineurin-calmodulin-gamma1_mouse"
"300",21945,21939,"calm_mouse","calcium(2+)","calcineurin-calmodulin-gamma1_mouse"
"301",21946,21937,"calm_mouse","calcium(2+)","calcineurin-calmodulin-gamma1_mouse"
"302",21947,21935,"calm_mouse","calcium(2+)","calcineurin-calmodulin-gamma1_mouse"
"303",21959,21949,"canb1_mouse","calcium(2+)","calcineurin-calmodulin-gamma1_mouse"
"304",21961,21943,"pp2bc_mouse","calm_mouse","calcineurin-calmodulin-gamma1_mouse"
"305",21962,21953,"pp2bc_mouse","iron(3+)","calcineurin-calmodulin-gamma1_mouse"
"306",21963,21951,"pp2bc_mouse","zinc(2+)","calcineurin-calmodulin-gamma1_mouse"
"307",21964,21955,"pp2bc_mouse","canb1_mouse","calcineurin-calmodulin-gamma1_mouse"
"308",21966,21958,"calcium(2+)","canb1_mouse","calcineurin-calmodulin-gamma1_mouse"
"309",21968,21957,"calcium(2+)","canb1_mouse","calcineurin-calmodulin-gamma1_mouse"
"310",21970,21956,"calcium(2+)","canb1_mouse","calcineurin-calmodulin-gamma1_mouse"
"311",22276,22273,"calm_mouse","calcium(2+)","calcineurin-calmodulin-gamma2_mouse"
"312",22277,22271,"calm_mouse","calcium(2+)","calcineurin-calmodulin-gamma2_mouse"
"313",22278,22269,"calm_mouse","calcium(2+)","calcineurin-calmodulin-gamma2_mouse"
"314",22279,22267,"calm_mouse","calcium(2+)","calcineurin-calmodulin-gamma2_mouse"
"315",22291,22281,"canb2_mouse","calcium(2+)","calcineurin-calmodulin-gamma2_mouse"
"316",22293,22275,"pp2bc_mouse","calm_mouse","calcineurin-calmodulin-gamma2_mouse"
"317",22294,22285,"pp2bc_mouse","iron(3+)","calcineurin-calmodulin-gamma2_mouse"
"318",22295,22283,"pp2bc_mouse","zinc(2+)","calcineurin-calmodulin-gamma2_mouse"
