"","id_A","id_B","protein_A","protein_B","complex"
"1661",18268,18266,"birc5_mouse","birc5_mouse","survivin_mouse"
"1662",19954,19951,"pdia3_mouse","tpsn_mouse","tapasin-erp57_mouse"
"1663",19955,19952,"pdia3_mouse","tpsn_mouse","tapasin-erp57_mouse"
"1664",18403,18400,"dicer_mouse","ago2_mouse","tarbp2-risc_complex_mouse"
"1665",18405,18402,"trbp2_mouse","dicer_mouse","tarbp2-risc_complex_mouse"
"1666",23779,23777,"top3b_mouse","q91w18-1","tdrd3-top3b_mouse"
"1667",19606,19604,"yap1_mouse","tead1_mouse","tead1-yap1_mouse"
"1668",22677,22674,"nop10_mouse","nhp2_mouse","telomerase_mouse"
"1669",22680,22672,"nop10_mouse","nhp2_mouse","telomerase_mouse"
"1670",22683,22679,"dkc1_mouse","nop10_mouse","telomerase_mouse"
"1671",22687,22676,"dkc1_mouse","nop10_mouse","telomerase_mouse"
"1672",22690,22688,"gar1_mouse","dkc1_mouse","telomerase_mouse"
"1673",22692,22684,"gar1_mouse","dkc1_mouse","telomerase_mouse"
"1674",22695,22686,"terc_mouse_rna","dkc1_mouse","telomerase_mouse"
"1675",22696,22682,"terc_mouse_rna","dkc1_mouse","telomerase_mouse"
"1676",22698,22694,"tert_mouse","terc_mouse_rna","telomerase_mouse"
"1677",22677,22674,"nop10_mouse","nhp2_mouse","telomerase_mouse"
"1678",22680,22672,"nop10_mouse","nhp2_mouse","telomerase_mouse"
"1679",22683,22679,"dkc1_mouse","nop10_mouse","telomerase_mouse"
"1680",22687,22676,"dkc1_mouse","nop10_mouse","telomerase_mouse"
"1681",22690,22688,"gar1_mouse","dkc1_mouse","telomerase_mouse"
"1682",22692,22684,"gar1_mouse","dkc1_mouse","telomerase_mouse"
"1683",22695,22686,"terc_mouse_rna","dkc1_mouse","telomerase_mouse"
"1684",22696,22682,"terc_mouse_rna","dkc1_mouse","telomerase_mouse"
"1685",22698,22694,"tert_mouse","terc_mouse_rna","telomerase_mouse"
"1686",22677,22674,"nop10_mouse","nhp2_mouse","telomerase_mouse"
"1687",22680,22672,"nop10_mouse","nhp2_mouse","telomerase_mouse"
"1688",22683,22679,"dkc1_mouse","nop10_mouse","telomerase_mouse"
"1689",22687,22676,"dkc1_mouse","nop10_mouse","telomerase_mouse"
"1690",22690,22688,"gar1_mouse","dkc1_mouse","telomerase_mouse"
"1691",22692,22684,"gar1_mouse","dkc1_mouse","telomerase_mouse"
"1692",22695,22686,"terc_mouse_rna","dkc1_mouse","telomerase_mouse"
"1693",22696,22682,"terc_mouse_rna","dkc1_mouse","telomerase_mouse"
"1694",22698,22694,"tert_mouse","terc_mouse_rna","telomerase_mouse"
"1695",22677,22674,"nop10_mouse","nhp2_mouse","telomerase_mouse"
"1696",22680,22672,"nop10_mouse","nhp2_mouse","telomerase_mouse"
"1697",22683,22679,"dkc1_mouse","nop10_mouse","telomerase_mouse"
"1698",22687,22676,"dkc1_mouse","nop10_mouse","telomerase_mouse"
"1699",22690,22688,"gar1_mouse","dkc1_mouse","telomerase_mouse"
"1700",22692,22684,"gar1_mouse","dkc1_mouse","telomerase_mouse"
"1701",22695,22686,"terc_mouse_rna","dkc1_mouse","telomerase_mouse"
"1702",22696,22682,"terc_mouse_rna","dkc1_mouse","telomerase_mouse"
"1703",22698,22694,"tert_mouse","terc_mouse_rna","telomerase_mouse"
"1704",22677,22674,"nop10_mouse","nhp2_mouse","telomerase_mouse"
"1705",22680,22672,"nop10_mouse","nhp2_mouse","telomerase_mouse"
"1706",22683,22679,"dkc1_mouse","nop10_mouse","telomerase_mouse"
"1707",22687,22676,"dkc1_mouse","nop10_mouse","telomerase_mouse"
"1708",22690,22688,"gar1_mouse","dkc1_mouse","telomerase_mouse"
"1709",22692,22684,"gar1_mouse","dkc1_mouse","telomerase_mouse"
"1710",22695,22686,"terc_mouse_rna","dkc1_mouse","telomerase_mouse"
"1711",22696,22682,"terc_mouse_rna","dkc1_mouse","telomerase_mouse"
"1712",22698,22694,"tert_mouse","terc_mouse_rna","telomerase_mouse"
"1713",17929,17927,"rmrp_mouse_rna","tert_mouse","tert-rmrp_mouse"
"1714",17916,17913,"terc_mouse_rna","tert_mouse","tert-terc_mouse"
"1715",17919,17914,"tert_mouse","tert_mouse","tert-terc_mouse"
"1716",17921,17918,"terc_mouse_rna","tert_mouse","tert-terc_mouse"
"1717",20727,20725,"t2ag_mouse","tf2aa_mouse","tfiia_mouse"
"1718",21666,21657,"taf12_mouse","taf12_mouse","tfiid-taf4bvariant_mouse"
"1719",21673,21660,"taf9_mouse","taf12_mouse","tfiid-taf4bvariant_mouse"
"1720",21677,21659,"taf4b_mouse","taf12_mouse","tfiid-taf4bvariant_mouse"
"1721",21679,21672,"taf6_mouse","taf9_mouse","tfiid-taf4bvariant_mouse"
"1722",21681,21658,"taf6_mouse","taf12_mouse","tfiid-taf4bvariant_mouse"
"1723",21688,21686,"taf11_mouse","taf13_mouse","tfiid-taf4bvariant_mouse"
"1724",21691,21669,"taf10_mouse","taf12_mouse","tfiid-taf4bvariant_mouse"
"1725",21695,21667,"taf9_mouse","taf12_mouse","tfiid-taf4bvariant_mouse"
"1726",21697,21690,"taf8_mouse","taf10_mouse","tfiid-taf4bvariant_mouse"
"1727",21700,21668,"taf8_mouse","taf12_mouse","tfiid-taf4bvariant_mouse"
"1728",21705,21694,"taf6_mouse","taf9_mouse","tfiid-taf4bvariant_mouse"
"1729",21706,21664,"taf6_mouse","taf12_mouse","tfiid-taf4bvariant_mouse"
"1730",21707,21699,"taf6_mouse","taf8_mouse","tfiid-taf4bvariant_mouse"
"1731",21709,21684,"taf6_mouse","taf6_mouse","tfiid-taf4bvariant_mouse"
"1732",21711,21676,"taf5_mouse","taf4b_mouse","tfiid-taf4bvariant_mouse"
"1733",21713,21683,"taf5_mouse","taf6_mouse","tfiid-taf4bvariant_mouse"
"1734",21714,21671,"taf5_mouse","taf9_mouse","tfiid-taf4bvariant_mouse"
"1735",21718,21665,"taf4b_mouse","taf12_mouse","tfiid-taf4bvariant_mouse"
"1736",21722,21698,"taf2_mouse","taf8_mouse","tfiid-taf4bvariant_mouse"
"1737",21725,21704,"taf1_mouse","taf6_mouse","tfiid-taf4bvariant_mouse"
"1738",21726,21716,"taf1_mouse","taf4b_mouse","tfiid-taf4bvariant_mouse"
"1739",21727,21723,"taf1_mouse","taf2_mouse","tfiid-taf4bvariant_mouse"
"1740",21728,21702,"taf1_mouse","taf7_mouse","tfiid-taf4bvariant_mouse"
"1741",21731,21717,"taf5_mouse","taf4b_mouse","tfiid-taf4bvariant_mouse"
"1742",21732,21720,"taf5_mouse","taf3_mouse","tfiid-taf4bvariant_mouse"
"1743",21733,21708,"taf5_mouse","taf6_mouse","tfiid-taf4bvariant_mouse"
"1744",21734,21693,"taf5_mouse","taf9_mouse","tfiid-taf4bvariant_mouse"
"1745",21466,21462,"taf12_mouse","e9qap7_mouse","tfiid_mouse"
"1746",21475,21464,"taf12_mouse","taf12_mouse","tfiid_mouse"
"1747",21477,21473,"taf12_mouse","e9qap7_mouse","tfiid_mouse"
"1748",21484,21467,"taf9_mouse","taf12_mouse","tfiid_mouse"
"1749",21486,21483,"taf6_mouse","taf9_mouse","tfiid_mouse"
"1750",21488,21465,"taf6_mouse","taf12_mouse","tfiid_mouse"
"1751",21495,21493,"taf11_mouse","taf13_mouse","tfiid_mouse"
"1752",21498,21480,"taf10_mouse","taf12_mouse","tfiid_mouse"
"1753",21502,21478,"taf9_mouse","taf12_mouse","tfiid_mouse"
"1754",21504,21497,"taf8_mouse","taf10_mouse","tfiid_mouse"
"1755",21507,21479,"taf8_mouse","taf12_mouse","tfiid_mouse"
"1756",21512,21501,"taf6_mouse","taf9_mouse","tfiid_mouse"
"1757",21513,21476,"taf6_mouse","taf12_mouse","tfiid_mouse"
"1758",21514,21506,"taf6_mouse","taf8_mouse","tfiid_mouse"
"1759",21516,21491,"taf6_mouse","taf6_mouse","tfiid_mouse"
"1760",21518,21472,"taf5_mouse","e9qap7_mouse","tfiid_mouse"
"1761",21520,21490,"taf5_mouse","taf6_mouse","tfiid_mouse"
"1762",21521,21500,"taf5_mouse","taf9_mouse","tfiid_mouse"
"1763",21525,21505,"taf2_mouse","taf8_mouse","tfiid_mouse"
"1764",21528,21511,"taf1_mouse","taf6_mouse","tfiid_mouse"
"1765",21529,21471,"taf1_mouse","e9qap7_mouse","tfiid_mouse"
"1766",21530,21526,"taf1_mouse","taf2_mouse","tfiid_mouse"
"1767",21531,21509,"taf1_mouse","taf7_mouse","tfiid_mouse"
"1768",21534,21461,"taf5_mouse","e9qap7_mouse","tfiid_mouse"
"1769",21535,21523,"taf5_mouse","taf3_mouse","tfiid_mouse"
"1770",21536,21515,"taf5_mouse","taf6_mouse","tfiid_mouse"
"1771",21537,21482,"taf5_mouse","taf9_mouse","tfiid_mouse"
"1772",21355,21351,"at7l3_mouse","ubp22_mouse","tftc_mouse"
"1773",21356,21348,"at7l3_mouse","eny2_mouse","tftc_mouse"
"1774",21361,21359,"taf12_mouse","e9qap7_mouse","tftc_mouse"
"1775",21363,21350,"zinc atom","ubp22_mouse","tftc_mouse"
"1776",21364,21357,"zinc atom","at7l3_mouse","tftc_mouse"
"1777",21365,21353,"zinc atom","atx7_mouse","tftc_mouse"
"1778",20971,20964,"tgfr2_mouse","tgfr1_mouse","tgfb1-tgfbr1-tgfbr2_mouse"
"1779",20974,20967,"p04202-pro_0000033767","p04202-pro_0000033767","tgfb1-tgfbr1-tgfbr2_mouse"
"1780",20975,20965,"p04202-pro_0000033767","tgfr1_mouse","tgfb1-tgfbr1-tgfbr2_mouse"
"1781",20976,20972,"p04202-pro_0000033767","tgfr2_mouse","tgfb1-tgfbr1-tgfbr2_mouse"
"1782",20979,20969,"tgfr2_mouse","p04202-pro_0000033767","tgfb1-tgfbr1-tgfbr2_mouse"
"1783",20981,20978,"tgfr1_mouse","tgfr2_mouse","tgfb1-tgfbr1-tgfbr2_mouse"
"1784",20982,20968,"tgfr1_mouse","p04202-pro_0000033767","tgfb1-tgfbr1-tgfbr2_mouse"
"1785",20957,20955,"p04202-pro_0000033767","p04202-pro_0000033767","tgfb1_mouse-1"
"1786",21032,21029,"p27090-pro_0000033787","tgfr1_mouse","tgfb2-tgfbr1-tgfbr2_mouse"
"1787",21035,21028,"tgfr2_mouse","tgfr1_mouse","tgfb2-tgfbr1-tgfbr2_mouse"
"1788",21036,21033,"tgfr2_mouse","p27090-pro_0000033787","tgfb2-tgfbr1-tgfbr2_mouse"
"1789",21038,21031,"p27090-pro_0000033787","p27090-pro_0000033787","tgfb2-tgfbr1-tgfbr2_mouse"
"1790",21043,21040,"tgfr2_mouse","p27090-pro_0000033787","tgfb2-tgfbr1-tgfbr2_mouse"
"1791",21045,21042,"tgfr1_mouse","tgfr2_mouse","tgfb2-tgfbr1-tgfbr2_mouse"
"1792",21046,21039,"tgfr1_mouse","p27090-pro_0000033787","tgfb2-tgfbr1-tgfbr2_mouse"
"1793",21021,21019,"p27090-pro_0000033787","p27090-pro_0000033787","tgfb2_mouse-1"
"1794",21001,20997,"tgfr2_mouse","p17125-pro_0000033799","tgfb3-tgfbr1-tgfbr2_mouse"
"1795",21003,21000,"tgfr1_mouse","tgfr2_mouse","tgfb3-tgfbr1-tgfbr2_mouse"
"1796",21004,20998,"tgfr1_mouse","p17125-pro_0000033799","tgfb3-tgfbr1-tgfbr2_mouse"
"1797",21009,20996,"p17125-pro_0000033799","p17125-pro_0000033799","tgfb3-tgfbr1-tgfbr2_mouse"
"1798",21010,21007,"p17125-pro_0000033799","tgfr2_mouse","tgfb3-tgfbr1-tgfbr2_mouse"
"1799",21013,21006,"tgfr1_mouse","tgfr2_mouse","tgfb3-tgfbr1-tgfbr2_mouse"
"1800",21014,21011,"tgfr1_mouse","p17125-pro_0000033799","tgfb3-tgfbr1-tgfbr2_mouse"
"1801",20989,20987,"p17125-pro_0000033799","p17125-pro_0000033799","tgfb3_mouse-1"
"1802",20989,20987,"p17125-pro_0000033799","p17125-pro_0000033799","tgfb3_mouse-1"
"1803",20989,20987,"p17125-pro_0000033799","p17125-pro_0000033799","tgfb3_mouse-1"
"1804",20989,20987,"p17125-pro_0000033799","p17125-pro_0000033799","tgfb3_mouse-1"
"1805",20989,20987,"p17125-pro_0000033799","p17125-pro_0000033799","tgfb3_mouse-1"
"1806",20989,20987,"p17125-pro_0000033799","p17125-pro_0000033799","tgfb3_mouse-1"
"1807",18368,18365,"titin_mouse","telt_mouse","titin-telethonin_mouse"
"1808",18369,18366,"titin_mouse","telt_mouse","titin-telethonin_mouse"
"1809",19933,19931,"pai1_mouse","tpa_mouse","tpa-pai-1_mouse"
"1810",20496,20494,"ub2v1_mouse","ube2n_mouse","ube2n-ube2v1_mouse"
"1811",20438,20436,"ube2n_mouse","ub2v2_mouse","ube2n-ube2v2_mouse"
"1812",20438,20436,"ube2n_mouse","ub2v2_mouse","ube2n-ube2v2_mouse"
"1813",19535,19533,"atg13_mouse","ulk1_mouse","ulk1-atg13_mouse"
"1814",19539,19536,"atga1_mouse","atg13_mouse","ulk1-atg13_mouse"
"1815",19541,19532,"rbcc1_mouse","ulk1_mouse","ulk1-atg13_mouse"
"1816",19542,19537,"rbcc1_mouse","atg13_mouse","ulk1-atg13_mouse"
"1817",19887,19885,"pai1_mouse","urok_mouse","upa-pai-1_mouse"
"1818",19944,19940,"upar_mouse","urok_mouse","upa-upar-vitronectin_mouse"
"1819",19945,19942,"upar_mouse","vtnc_mouse","upa-upar-vitronectin_mouse"
"1820",19925,19923,"upar_mouse","urok_mouse","upa-upar_mouse"
"1821",25391,25389,"usf2_mouse","usf1_mouse","usf1-usf2_mouse"
"1822",25391,25389,"usf2_mouse","usf1_mouse","usf1-usf2_mouse"
"1823",25391,25389,"usf2_mouse","usf1_mouse","usf1-usf2_mouse"
"1824",19917,19915,"osbp1_mouse","vapa_mouse","vapa-osbp_mouse"
"1825",18416,18412,"npl4_mouse","ufd1_mouse","vcp-npl4-ufd1_mouse"
"1826",18418,18415,"tera_mouse","npl4_mouse","vcp-npl4-ufd1_mouse"
"1827",18419,18413,"tera_mouse","ufd1_mouse","vcp-npl4-ufd1_mouse"
"1828",18416,18412,"npl4_mouse","ufd1_mouse","vcp-npl4-ufd1_mouse"
"1829",18418,18415,"tera_mouse","npl4_mouse","vcp-npl4-ufd1_mouse"
"1830",18419,18413,"tera_mouse","ufd1_mouse","vcp-npl4-ufd1_mouse"
"1831",19879,19877,"pai1_mouse","vtnc_mouse","vitronectin-pai-1_mouse"
"1832",19879,19877,"pai1_mouse","vtnc_mouse","vitronectin-pai-1_mouse"
"1833",19879,19877,"pai1_mouse","vtnc_mouse","vitronectin-pai-1_mouse"
"1834",21054,21052,"baz1b_mouse","smca5_mouse","wich_mouse"
"1835",20536,20534,"mgn_mouse","rbm8a_mouse","y14-magoh_mouse"
"1836",20611,20609,"mgn2_mouse","rbm8a_mouse","y14-magohb_mouse"
